Day,Exercise,Minutes,Calories Burned
2018-11-07,"Treadmill running (Garmin)",20.016666666666666,-267.00
2018-06-03,"Running (Garmin)",38.31666666666667,-597.00
2018-12-13,"Indoor cycling (Garmin)",38.75,-390.00
2018-10-12,"Cycling (Garmin)",90.38333333333334,-1000.00
2018-09-03,"Cycling (Garmin)",86.4,-761.00
2018-12-29,"Cycling (Garmin)",132.3,-995.00
2018-11-12,"Indoor cycling (Garmin)",45.016666666666666,-518.00
2018-12-24,"Treadmill running (Garmin)",35.516666666666666,-550.00
2018-06-01,"Cycling (Garmin)",95.71666666666667,-616.00
2018-07-24,"Cycling (Garmin)",82.41666666666667,-834.00
2018-05-23,"Daily Activity (Garmin)",55.0,-14.00
2018-11-04,"Cycling (Garmin)",136.4,-1869.00
2018-08-08,"Cycling (Garmin)",80.03333333333333,-879.00
2018-11-15,"Indoor cycling (Garmin)",42.05,-317.00
2018-11-07,"Indoor cycling (Garmin)",20.9,-296.00
2018-10-29,"Running (Garmin)",39.9,-670.00
2018-12-08,"Indoor cycling (Garmin)",38.61666666666667,-478.00
2018-11-21,"Daily Activity (Garmin)",55.0,-75.00
2018-11-20,"Daily Activity (Garmin)",28.0,-5.00
2018-10-24,"Indoor cycling (Garmin)",20.05,-290.00
2018-11-19,"Daily Activity (Garmin)",79.0,-54.00
2018-10-24,"Indoor cycling (Garmin)",20.016666666666666,-296.00
2018-11-18,"Daily Activity (Garmin)",40.0,-147.00
2018-11-17,"Daily Activity (Garmin)",16.0,-57.00
2018-09-16,"Cycling (Garmin)",9.283333333333333,-125.00
2018-08-10,"Cycling (Garmin)",77.76666666666667,-888.00
2018-11-16,"Daily Activity (Garmin)",24.0,-87.00
2018-11-15,"Daily Activity (Garmin)",72.0,-68.00
2018-09-16,"Cycling (Garmin)",183.6,-2247.00
2018-11-14,"Daily Activity (Garmin)",74.0,-119.00
2018-09-16,"Cycling (Garmin)",12.516666666666667,-139.00
2018-11-13,"Daily Activity (Garmin)",46.0,-167.00
2018-11-12,"Daily Activity (Garmin)",40.0,-70.00
2018-12-26,"Running (Garmin)",43.833333333333336,-686.00
2018-11-11,"Daily Activity (Garmin)",30.0,0.00
2018-12-03,"Indoor cycling (Garmin)",30.0,-415.00
2018-11-10,"Daily Activity (Garmin)",30.0,-110.00
2018-04-16,"Daily Activity (Garmin)",47.0,-95.00
2018-05-12,"Daily Activity (Garmin)",30.0,0.00
2018-11-09,"Daily Activity (Garmin)",35.0,-126.00
2018-04-14,"Daily Activity (Garmin)",27.0,-59.00
2018-04-13,"Daily Activity (Garmin)",50.0,-161.00
2018-11-08,"Daily Activity (Garmin)",86.0,-391.00
2018-11-07,"Daily Activity (Garmin)",76.0,-118.00
2018-04-12,"Daily Activity (Garmin)",42.0,-139.00
2018-05-07,"Daily Activity (Garmin)",1.0,0.00
2018-11-06,"Daily Activity (Garmin)",50.0,-171.00
2018-04-08,"Daily Activity (Garmin)",64.0,-201.00
2018-04-07,"Daily Activity (Garmin)",69.0,-217.00
2018-11-05,"Daily Activity (Garmin)",48.0,-158.00
2018-04-06,"Daily Activity (Garmin)",86.0,-304.00
2018-04-30,"Daily Activity (Garmin)",66.0,-15.00
2018-11-03,"Daily Activity (Garmin)",8.0,-33.00
2018-04-05,"Daily Activity (Garmin)",12.0,-42.00
2018-11-02,"Daily Activity (Garmin)",50.0,-178.00
2018-04-04,"Daily Activity (Garmin)",56.0,-191.00
2018-11-01,"Daily Activity (Garmin)",72.0,-244.00
2018-04-27,"Daily Activity (Garmin)",19.0,-68.00
2018-10-31,"Daily Activity (Garmin)",32.0,-144.00
2018-04-26,"Daily Activity (Garmin)",69.0,-86.00
2018-04-03,"Daily Activity (Garmin)",47.0,-152.00
2018-04-25,"Daily Activity (Garmin)",41.0,-139.00
2018-10-30,"Daily Activity (Garmin)",30.0,-107.00
2018-04-24,"Daily Activity (Garmin)",51.0,-99.00
2018-04-01,"Daily Activity (Garmin)",13.0,-49.00
2018-10-29,"Daily Activity (Garmin)",103.0,-180.00
2018-03-31,"Daily Activity (Garmin)",13.0,-49.00
2018-10-28,"Daily Activity (Garmin)",28.0,-111.00
2018-03-29,"Daily Activity (Garmin)",7.0,-29.00
2018-04-23,"Daily Activity (Garmin)",78.0,-178.00
2018-10-27,"Daily Activity (Garmin)",18.0,-70.00
2018-03-28,"Daily Activity (Garmin)",56.0,-179.00
2018-04-21,"Daily Activity (Garmin)",10.0,0.00
2018-03-27,"Daily Activity (Garmin)",9.0,-34.00
2018-10-26,"Daily Activity (Garmin)",38.0,-132.00
2018-04-20,"Daily Activity (Garmin)",50.0,-170.00
2018-02-20,"Treadmill running (Garmin)",52.983333333333334,-656.00
2018-04-19,"Daily Activity (Garmin)",43.0,0.00
2018-10-25,"Daily Activity (Garmin)",29.0,-102.00
2018-03-26,"Daily Activity (Garmin)",9.0,-33.00
2018-04-18,"Daily Activity (Garmin)",70.0,-91.00
2018-03-25,"Daily Activity (Garmin)",69.0,-70.00
2018-10-24,"Daily Activity (Garmin)",38.0,-74.00
2018-04-17,"Daily Activity (Garmin)",38.0,-125.00
2018-10-23,"Daily Activity (Garmin)",67.0,-225.00
2018-03-24,"Daily Activity (Garmin)",49.0,-37.00
2018-03-22,"Daily Activity (Garmin)",35.0,-126.00
2018-10-22,"Daily Activity (Garmin)",86.0,-115.00
2018-04-11,"Daily Activity (Garmin)",37.0,-120.00
2018-03-02,"Lap swimming (Garmin)",38.983333333333334,-200.00
2018-03-21,"Daily Activity (Garmin)",14.0,0.00
2018-10-21,"Daily Activity (Garmin)",105.0,-440.00
2018-04-10,"Daily Activity (Garmin)",58.0,-123.00
2018-03-20,"Daily Activity (Garmin)",13.0,-46.00
2018-02-24,"Running (Garmin)",53.63333333333333,-618.00
2018-10-20,"Daily Activity (Garmin)",7.0,-31.00
2018-04-09,"Daily Activity (Garmin)",46.0,-162.00
2018-03-19,"Daily Activity (Garmin)",34.0,-45.00
2018-03-18,"Daily Activity (Garmin)",16.0,-28.00
2018-10-19,"Daily Activity (Garmin)",61.0,-6.00
2018-08-22,"Daily Activity (Garmin)",71.0,-241.00
2018-03-17,"Daily Activity (Garmin)",51.0,-200.00
2018-03-16,"Daily Activity (Garmin)",19.0,-65.00
2018-10-18,"Daily Activity (Garmin)",81.0,-277.00
2018-03-15,"Daily Activity (Garmin)",14.0,-48.00
2018-10-17,"Daily Activity (Garmin)",74.0,-72.00
2018-10-16,"Daily Activity (Garmin)",44.0,-151.00
2018-01-15,"Treadmill running (Garmin)",35.0,-520.00
2018-03-14,"Daily Activity (Garmin)",34.0,-117.00
2018-10-15,"Daily Activity (Garmin)",30.0,-105.00
2018-03-13,"Daily Activity (Garmin)",28.0,-61.00
2018-10-14,"Daily Activity (Garmin)",54.0,-253.00
2018-02-23,"Treadmill running (Garmin)",43.8,-575.00
2018-03-11,"Daily Activity (Garmin)",25.0,-103.00
2018-10-13,"Daily Activity (Garmin)",90.0,-302.00
2018-02-21,"Treadmill running (Garmin)",45.81666666666667,-645.00
2018-03-10,"Daily Activity (Garmin)",106.0,-164.00
2018-10-12,"Daily Activity (Garmin)",74.0,-90.00
2018-03-08,"Daily Activity (Garmin)",57.0,-22.00
2018-03-19,"Indoor cycling (Garmin)",20.033333333333335,-301.00
2018-10-11,"Daily Activity (Garmin)",59.0,-203.00
2018-03-07,"Daily Activity (Garmin)",35.0,-120.00
2018-03-19,"Indoor cycling (Garmin)",20.0,-277.00
2018-10-10,"Daily Activity (Garmin)",45.0,0.00
2018-03-06,"Daily Activity (Garmin)",39.0,-128.00
2018-03-21,"Indoor cycling (Garmin)",40.05,-651.00
2018-10-09,"Daily Activity (Garmin)",20.0,-77.00
2018-03-05,"Daily Activity (Garmin)",26.0,-2.00
2018-03-04,"Daily Activity (Garmin)",7.0,-31.00
2018-10-08,"Daily Activity (Garmin)",123.0,0.00
2018-03-03,"Daily Activity (Garmin)",34.0,-110.00
2018-10-07,"Daily Activity (Garmin)",11.0,-54.00
2018-06-16,"Cycling (Garmin)",94.65,-1005.00
2018-03-02,"Daily Activity (Garmin)",76.0,-206.00
2018-10-06,"Daily Activity (Garmin)",78.0,-260.00
2018-03-01,"Daily Activity (Garmin)",30.0,-111.00
2018-10-05,"Daily Activity (Garmin)",39.0,0.00
2018-02-28,"Daily Activity (Garmin)",32.0,-146.00
2018-04-23,"Lap swimming (Garmin)",3.7,-40.00
2018-04-23,"Lap swimming (Garmin)",24.633333333333333,-220.00
2018-04-21,"Indoor cycling (Garmin)",60.016666666666666,-758.00
2018-10-04,"Daily Activity (Garmin)",42.0,-141.00
2018-02-27,"Daily Activity (Garmin)",65.0,-219.00
2018-02-26,"Daily Activity (Garmin)",50.0,-58.00
2018-04-18,"Treadmill running (Garmin)",25.016666666666666,-327.00
2018-09-19,"Cycling (Garmin)",89.73333333333333,-1052.00
2018-04-18,"Indoor cycling (Garmin)",15.0,-207.00
2018-02-25,"Daily Activity (Garmin)",23.0,-77.00
2018-10-02,"Daily Activity (Garmin)",48.0,-160.00
2018-10-01,"Daily Activity (Garmin)",64.0,-219.00
2018-03-24,"Treadmill running (Garmin)",19.816666666666666,-291.00
2018-03-24,"Indoor cycling (Garmin)",20.016666666666666,-317.00
2018-01-13,"Indoor cycling (Garmin)",81.61666666666666,-799.00
2018-09-29,"Daily Activity (Garmin)",73.0,-227.00
2018-03-18,"Indoor cycling (Garmin)",20.216666666666665,-322.00
2018-08-30,"Daily Activity (Garmin)",17.0,-67.00
2018-05-12,"Treadmill running (Garmin)",27.0,-371.00
2018-08-27,"Daily Activity (Garmin)",38.0,-100.00
2018-09-28,"Daily Activity (Garmin)",62.0,-13.00
2018-09-27,"Daily Activity (Garmin)",90.0,-59.00
2018-09-26,"Daily Activity (Garmin)",83.0,0.00
2018-06-05,"Cycling (Garmin)",133.25,-1516.00
2018-08-25,"Daily Activity (Garmin)",46.0,-158.00
2018-04-19,"Indoor cycling (Garmin)",40.0,-494.00
2018-08-24,"Daily Activity (Garmin)",71.0,-228.00
2018-07-29,"Running (Garmin)",48.833333333333336,-478.00
2018-09-25,"Daily Activity (Garmin)",43.0,-143.00
2018-08-23,"Daily Activity (Garmin)",46.0,-151.00
2018-09-23,"Daily Activity (Garmin)",5.0,-20.00
2018-09-21,"Daily Activity (Garmin)",29.0,-106.00
2018-07-31,"Running (Garmin)",37.1,-406.00
2018-09-20,"Daily Activity (Garmin)",32.0,-110.00
2018-09-19,"Daily Activity (Garmin)",62.0,-9.00
2018-09-18,"Daily Activity (Garmin)",61.0,-208.00
2018-09-15,"Daily Activity (Garmin)",24.0,-92.00
2018-09-14,"Daily Activity (Garmin)",54.0,-180.00
2018-09-13,"Daily Activity (Garmin)",21.0,-76.00
2018-09-12,"Daily Activity (Garmin)",92.0,0.00
2018-09-11,"Daily Activity (Garmin)",82.0,-267.00
2018-09-10,"Daily Activity (Garmin)",84.0,-116.00
2018-09-09,"Daily Activity (Garmin)",17.0,-64.00
2018-09-06,"Daily Activity (Garmin)",48.0,-156.00
2018-09-04,"Daily Activity (Garmin)",35.0,-144.00
2018-09-02,"Daily Activity (Garmin)",60.0,-1.00
2018-09-01,"Daily Activity (Garmin)",15.0,-61.00
2018-05-07,"Indoor cycling (Garmin)",53.666666666666664,-621.00
2018-08-31,"Daily Activity (Garmin)",97.0,-26.00
2018-07-26,"Running (Garmin)",38.55,-594.00
2018-08-28,"Daily Activity (Garmin)",67.0,-27.00
2018-01-09,"Treadmill running (Garmin)",30.083333333333332,-380.00
2018-10-08,"Cycling (Garmin)",82.66666666666667,-1197.00
2018-10-08,"Running (Garmin)",87.21666666666667,-1169.00
2018-07-15,"Cycling (Garmin)",175.86666666666667,-1013.00
2018-08-11,"Cycling (Garmin)",239.68333333333334,-2056.00
2018-09-12,"Cycling (Garmin)",83.03333333333333,-880.00
2018-09-12,"Cycling (Garmin)",7.716666666666667,-104.00
2018-09-12,"Cycling (Garmin)",131.05,-1792.00
2018-10-19,"Cycling (Garmin)",96.01666666666667,-1016.00
2018-12-31,"Daily Activity (Garmin)",42.0,-173.00
2018-12-30,"Daily Activity (Garmin)",19.0,-80.00
2018-12-28,"Daily Activity (Garmin)",32.0,-116.00
2018-12-27,"Daily Activity (Garmin)",27.0,-117.00
2018-12-26,"Daily Activity (Garmin)",61.0,-21.00
2018-12-25,"Daily Activity (Garmin)",14.0,-60.00
2018-12-24,"Daily Activity (Garmin)",65.0,-66.00
2018-12-23,"Daily Activity (Garmin)",28.0,-127.00
2018-12-22,"Daily Activity (Garmin)",53.0,-154.00
2018-12-21,"Daily Activity (Garmin)",87.0,-308.00
2018-04-14,"Indoor cycling (Garmin)",45.333333333333336,-673.00
2018-12-20,"Daily Activity (Garmin)",62.0,-241.00
2018-12-19,"Daily Activity (Garmin)",27.0,-2.00
2018-12-18,"Daily Activity (Garmin)",34.0,-125.00
2018-12-17,"Daily Activity (Garmin)",66.0,-224.00
2018-09-26,"Cycling (Garmin)",126.66666666666667,-1848.00
2018-12-16,"Daily Activity (Garmin)",57.0,-283.00
2018-10-05,"Cycling (Garmin)",91.88333333333334,-997.00
2018-12-15,"Daily Activity (Garmin)",55.0,-85.00
2018-12-14,"Daily Activity (Garmin)",84.0,-290.00
2018-12-13,"Daily Activity (Garmin)",33.0,-10.00
2018-08-21,"Daily Activity (Garmin)",48.0,-189.00
2018-12-12,"Daily Activity (Garmin)",36.0,-142.00
2018-12-11,"Daily Activity (Garmin)",33.0,-121.00
2018-12-10,"Daily Activity (Garmin)",28.0,-97.00
2018-08-20,"Daily Activity (Garmin)",72.0,-244.00
2018-12-08,"Daily Activity (Garmin)",20.0,-21.00
2018-08-19,"Daily Activity (Garmin)",85.0,-318.00
2018-12-07,"Daily Activity (Garmin)",50.0,-170.00
2018-12-06,"Daily Activity (Garmin)",30.0,-106.00
2018-08-18,"Daily Activity (Garmin)",163.0,-932.00
2018-06-04,"Cycling (Garmin)",79.28333333333333,-1061.00
2018-12-05,"Daily Activity (Garmin)",55.0,-181.00
2018-08-17,"Daily Activity (Garmin)",53.0,-167.00
2018-06-26,"Open water swimming (Garmin)",49.0,-437.00
2018-12-04,"Daily Activity (Garmin)",25.0,-30.00
2018-12-03,"Daily Activity (Garmin)",29.0,-59.00
2018-08-16,"Daily Activity (Garmin)",42.0,-155.00
2018-12-02,"Daily Activity (Garmin)",33.0,-114.00
2018-12-01,"Daily Activity (Garmin)",22.0,-29.00
2018-11-30,"Daily Activity (Garmin)",53.0,-190.00
2018-08-15,"Daily Activity (Garmin)",28.0,-100.00
2018-11-29,"Daily Activity (Garmin)",36.0,-129.00
2018-08-14,"Daily Activity (Garmin)",47.0,-158.00
2018-11-28,"Daily Activity (Garmin)",69.0,-232.00
2018-11-27,"Daily Activity (Garmin)",32.0,-124.00
2018-11-26,"Daily Activity (Garmin)",55.0,-201.00
2018-11-25,"Daily Activity (Garmin)",22.0,-92.00
2018-11-24,"Daily Activity (Garmin)",36.0,-153.00
2018-08-09,"Daily Activity (Garmin)",78.0,-258.00
2018-11-23,"Daily Activity (Garmin)",34.0,-121.00
2018-11-22,"Daily Activity (Garmin)",58.0,-208.00
2018-08-08,"Daily Activity (Garmin)",88.0,-134.00
2018-08-07,"Daily Activity (Garmin)",21.0,-81.00
2018-08-06,"Daily Activity (Garmin)",13.0,-51.00
2018-08-05,"Daily Activity (Garmin)",4.0,-20.00
2018-11-11,"Cycling (Garmin)",109.08333333333333,-896.00
2018-11-11,"Cycling (Garmin)",13.683333333333334,-87.00
2018-11-11,"Cycling (Garmin)",56.65,-338.00
2018-08-03,"Daily Activity (Garmin)",47.0,-173.00
2018-11-11,"Cycling (Garmin)",21.133333333333333,-224.00
2018-04-24,"Indoor cycling (Garmin)",45.083333333333336,-683.00
2018-08-01,"Daily Activity (Garmin)",89.0,-202.00
2018-07-29,"Daily Activity (Garmin)",154.0,-306.00
2018-07-26,"Daily Activity (Garmin)",64.0,-37.00
2018-07-25,"Daily Activity (Garmin)",11.0,-41.00
2018-07-24,"Daily Activity (Garmin)",20.0,-40.00
2018-07-13,"Daily Activity (Garmin)",33.0,-133.00
2018-07-08,"Daily Activity (Garmin)",32.0,-118.00
2018-07-06,"Daily Activity (Garmin)",34.0,-129.00
2018-07-02,"Daily Activity (Garmin)",75.0,-314.00
2018-07-01,"Daily Activity (Garmin)",125.0,-514.00
2018-06-30,"Daily Activity (Garmin)",66.0,-292.00
2018-06-29,"Daily Activity (Garmin)",14.0,-58.00
2018-08-31,"Running (Garmin)",32.85,-461.00
2018-06-21,"Daily Activity (Garmin)",1.0,-2.00
2018-08-31,"Running (Garmin)",23.833333333333332,-266.00
2018-11-21,"Indoor cycling (Garmin)",15.0,-164.00
2018-11-21,"Treadmill running (Garmin)",15.0,-220.00
2018-11-21,"Indoor cycling (Garmin)",15.016666666666667,-197.00
2018-10-10,"Cycling (Garmin)",3.7,-43.00
2018-10-10,"Cycling (Garmin)",84.75,-863.00
2018-12-15,"Indoor cycling (Garmin)",53.7,-804.00
2019-01-07,"Rowing (Garmin)",60.0,-244.00
2019-09-04,"Cycling (Garmin)",100.6,-1167.00
2019-06-26,"Cycling (Garmin)",94.68333333333334,-940.00
2019-04-23,"Cycling (Garmin)",43.06666666666667,-516.00
2019-06-18,"Running (Garmin)",28.75,-328.00
2019-10-25,"Treadmill running (Garmin)",38.31666666666667,-272.00
2019-04-13,"Cycling (Garmin)",173.18333333333334,-1868.00
2019-05-30,"Other (Garmin)",30.0,-244.00
2019-06-02,"Other (Garmin)",30.0,-244.00
2019-08-29,"Cycling (Garmin)",87.18333333333334,-1160.00
2019-12-25,"Daily Activity (Garmin)",28.0,0.00
2019-12-10,"Daily Activity (Garmin)",14.0,0.00
2019-12-06,"Daily Activity (Garmin)",14.0,-206.00
2019-12-05,"Daily Activity (Garmin)",13.0,0.00
2019-12-04,"Daily Activity (Garmin)",6.0,-32.00
2019-12-25,"Running (Garmin)",23.116666666666667,-264.00
2019-12-03,"Daily Activity (Garmin)",22.0,0.00
2019-11-29,"Daily Activity (Garmin)",13.0,0.00
2019-11-28,"Daily Activity (Garmin)",11.0,0.00
2019-11-26,"Daily Activity (Garmin)",26.0,0.00
2019-11-25,"Daily Activity (Garmin)",0.0,-1.00
2019-11-23,"Daily Activity (Garmin)",19.0,0.00
2019-11-22,"Daily Activity (Garmin)",18.0,0.00
2019-11-21,"Daily Activity (Garmin)",7.0,0.00
2019-11-15,"Treadmill running (Garmin)",31.233333333333334,-175.00
2019-11-20,"Daily Activity (Garmin)",14.0,0.00
2019-11-19,"Daily Activity (Garmin)",18.0,0.00
2019-05-31,"Other (Garmin)",30.0,-244.00
2019-04-09,"Indoor cycling (Garmin)",35.083333333333336,-417.00
2019-11-18,"Daily Activity (Garmin)",21.0,0.00
2019-11-16,"Daily Activity (Garmin)",21.0,0.00
2019-10-31,"Daily Activity (Garmin)",46.0,0.00
2019-10-30,"Daily Activity (Garmin)",25.0,0.00
2019-10-28,"Daily Activity (Garmin)",19.0,0.00
2019-11-03,"Cycling (Garmin)",81.65,-912.00
2019-10-19,"Daily Activity (Garmin)",21.0,0.00
2019-10-14,"Daily Activity (Garmin)",35.0,0.00
2019-05-20,"Running (Garmin)",43.25,-618.00
2019-09-09,"Cycling (Garmin)",100.08333333333333,-1201.00
2019-10-12,"Daily Activity (Garmin)",22.0,0.00
2019-10-03,"Daily Activity (Garmin)",28.0,0.00
2019-05-26,"Other (Garmin)",30.0,-245.00
2019-10-01,"Daily Activity (Garmin)",10.0,0.00
2019-09-30,"Daily Activity (Garmin)",10.0,0.00
2019-01-23,"Indoor cycling (Garmin)",40.233333333333334,-491.00
2019-09-18,"Daily Activity (Garmin)",35.0,0.00
2019-10-28,"Treadmill running (Garmin)",41.733333333333334,-175.00
2019-11-13,"Treadmill running (Garmin)",52.5,-238.00
2019-11-26,"Treadmill running (Garmin)",44.2,-326.00
2019-09-30,"Treadmill running (Garmin)",43.7,-477.00
2019-06-21,"Running (Garmin)",34.333333333333336,-334.00
2019-06-04,"Other (Garmin)",30.0,-244.00
2019-10-30,"Treadmill running (Garmin)",63.28333333333333,-362.00
2019-06-21,"Cycling (Garmin)",71.76666666666667,-657.00
2019-07-06,"Cycling (Garmin)",97.18333333333334,-1422.00
2019-11-29,"Indoor cycling (Garmin)",66.4,-682.00
2019-07-26,"Cycling (Garmin)",109.21666666666667,-1161.00
2019-10-31,"Running (Garmin)",44.083333333333336,-614.00
2019-10-14,"Cycling (Garmin)",145.98333333333332,-1629.00
2019-11-11,"Daily Activity (Garmin)",14.0,0.00
2019-11-10,"Daily Activity (Garmin)",21.0,0.00
2019-11-23,"Indoor cycling (Garmin)",17.65,-200.00
2019-11-07,"Daily Activity (Garmin)",3.0,0.00
2019-11-06,"Daily Activity (Garmin)",14.0,0.00
2019-11-23,"Treadmill running (Garmin)",16.516666666666666,-226.00
2019-11-04,"Daily Activity (Garmin)",14.0,0.00
2019-11-01,"Daily Activity (Garmin)",16.0,0.00
2019-10-22,"Daily Activity (Garmin)",15.0,0.00
2019-10-18,"Daily Activity (Garmin)",12.0,-55.00
2019-11-22,"Indoor cycling (Garmin)",43.733333333333334,-252.00
2019-10-16,"Daily Activity (Garmin)",28.0,0.00
2019-07-19,"Cycling (Garmin)",105.93333333333334,-1000.00
2019-11-21,"Indoor cycling (Garmin)",34.666666666666664,-405.00
2019-09-01,"Daily Activity (Garmin)",32.0,0.00
2019-08-03,"Cycling (Garmin)",5.15,-34.00
2019-07-31,"Cycling (Garmin)",125.7,-1574.00
2019-10-12,"Treadmill running (Garmin)",39.93333333333333,-494.00
2019-07-31,"Cycling (Garmin)",14.65,-189.00
2019-07-10,"Cycling (Garmin)",136.13333333333333,-1392.00
2019-11-28,"Treadmill running (Garmin)",34.56666666666667,-239.00
2019-01-24,"Indoor cycling (Garmin)",42.75,-503.00
2019-11-01,"Indoor cycling (Garmin)",45.833333333333336,-289.00
2019-05-19,"Daily Activity (Garmin)",16.0,-90.00
2019-04-07,"Daily Activity (Garmin)",0.0,0.00
2019-10-01,"Treadmill running (Garmin)",9.916666666666666,-145.00
2019-11-19,"Indoor cycling (Garmin)",15.016666666666667,-160.00
2019-11-20,"Indoor cycling (Garmin)",37.0,-261.00
2019-07-28,"Cycling (Garmin)",95.65,-1633.00
2019-11-19,"Treadmill running (Garmin)",15.0,-199.00
2019-07-28,"Cycling (Garmin)",223.51666666666668,-3276.00
2019-12-03,"Indoor cycling (Garmin)",45.833333333333336,-292.00
2019-09-01,"Cycling (Garmin)",175.33333333333334,-1572.00
2019-11-07,"Indoor cycling (Garmin)",31.9,-323.00
2019-07-18,"Cycling (Garmin)",139.71666666666667,-1614.00
2019-11-04,"Indoor cycling (Garmin)",35.53333333333333,-258.00
2019-09-18,"Cycling (Garmin)",134.31666666666666,-1544.00
2019-07-08,"Cycling (Garmin)",99.78333333333333,-1200.00
2019-10-22,"Treadmill running (Garmin)",37.3,-286.00
2019-07-16,"Cycling (Garmin)",77.45,-899.00
2019-06-05,"Other (Garmin)",30.0,-244.00
2019-10-03,"Treadmill running (Garmin)",45.03333333333333,-560.00
2019-11-06,"Indoor cycling (Garmin)",38.53333333333333,-145.00
2019-12-05,"Indoor cycling (Garmin)",53.516666666666666,-504.00
2019-06-03,"Other (Garmin)",30.0,-244.00
2019-11-11,"Treadmill running (Garmin)",33.35,-202.00
2019-01-27,"Daily Activity (Garmin)",0.0,-1.00
2019-01-26,"Daily Activity (Garmin)",16.0,-67.00
2019-01-14,"Daily Activity (Garmin)",23.0,-81.00
2019-01-13,"Daily Activity (Garmin)",18.0,-61.00
2019-01-12,"Daily Activity (Garmin)",37.0,-183.00
2019-01-11,"Daily Activity (Garmin)",55.0,-210.00
2019-11-18,"Indoor cycling (Garmin)",41.15,-255.00
2019-01-10,"Daily Activity (Garmin)",35.0,-129.00
2019-07-22,"Daily Activity (Garmin)",24.0,0.00
2019-07-17,"Daily Activity (Garmin)",0.0,-1.00
2019-07-14,"Daily Activity (Garmin)",0.0,-1.00
2019-06-23,"Daily Activity (Garmin)",68.0,-238.00
2019-06-22,"Daily Activity (Garmin)",39.0,-177.00
2019-06-20,"Daily Activity (Garmin)",21.0,-88.00
2019-06-19,"Daily Activity (Garmin)",4.0,-22.00
2019-06-18,"Daily Activity (Garmin)",89.0,-108.00
2019-06-17,"Daily Activity (Garmin)",36.0,-121.00
2019-06-16,"Daily Activity (Garmin)",10.0,-42.00
2019-06-15,"Daily Activity (Garmin)",56.0,-324.00
2019-06-14,"Daily Activity (Garmin)",69.0,-247.00
2019-06-08,"Daily Activity (Garmin)",10.0,0.00
2019-06-07,"Daily Activity (Garmin)",10.0,-38.00
2019-06-05,"Daily Activity (Garmin)",22.0,-207.00
2019-06-04,"Daily Activity (Garmin)",17.0,-170.00
2019-06-03,"Daily Activity (Garmin)",21.0,-194.00
2019-06-02,"Daily Activity (Garmin)",38.0,-420.00
2019-06-01,"Daily Activity (Garmin)",28.0,-222.00
2019-05-31,"Daily Activity (Garmin)",22.0,-208.00
2019-05-30,"Daily Activity (Garmin)",21.0,-181.00
2019-05-29,"Daily Activity (Garmin)",33.0,-395.00
2019-05-26,"Daily Activity (Garmin)",35.0,-412.00
2019-05-25,"Daily Activity (Garmin)",16.0,-172.00
2019-10-19,"Cycling (Garmin)",60.166666666666664,-425.00
2019-10-19,"Cycling (Garmin)",96.38333333333334,-806.00
2019-06-08,"Cycling (Garmin)",128.68333333333334,-966.00
2019-10-16,"Treadmill running (Garmin)",44.68333333333333,-461.00
2019-11-16,"Indoor cycling (Garmin)",15.016666666666667,-169.00
2019-11-16,"Treadmill running (Garmin)",15.016666666666667,-205.00
2019-07-22,"Cycling (Garmin)",135.56666666666666,-1311.00
2019-04-07,"Running (Garmin)",49.65,-835.00
2019-06-01,"Other (Garmin)",30.0,-244.00
2019-11-10,"Cycling (Garmin)",107.38333333333334,-1279.00
2019-12-10,"Treadmill running (Garmin)",38.63333333333333,-250.00
2020-01-31,"Other (Garmin)",88.15,-483.00
2020-05-04,"Indoor cycling (Garmin)",67.08333333333333,-737.00
2020-04-24,"Indoor cycling (Garmin)",60.0,-631.00
2020-02-02,"Other (Garmin)",135.36666666666667,-720.00
2020-02-02,"Indoor cycling (Garmin)",40.15,-417.00
2020-05-14,"Mountain biking (Garmin)",126.76666666666667,-1449.00
2020-05-28,"Mountain biking (Garmin)",71.58333333333333,-904.00
2020-01-30,"Indoor rowing (Garmin)",5.016666666666667,-60.00
2020-01-30,"Strength training (Garmin)",23.866666666666667,-202.00
2020-11-10,"Running (Garmin)",35.583333333333336,-525.00
2020-12-11,"Indoor cycling (Garmin)",38.016666666666666,-409.00
2020-12-17,"Indoor rowing (Garmin)",28.7,-400.00
2020-12-07,"Indoor cycling (Garmin)",55.03333333333333,-563.00
2020-03-25,"Running (Garmin)",30.0,-402.00
2020-03-27,"Running (Garmin)",27.116666666666667,-393.00
2020-05-15,"Daily Activity (Garmin)",20.0,-121.00
2020-05-14,"Daily Activity (Garmin)",79.0,-89.00
2020-03-21,"Running (Garmin)",9.0,-153.00
2020-05-13,"Daily Activity (Garmin)",46.0,-135.00
2020-08-13,"Mountain biking (Garmin)",137.75,-1527.00
2020-05-12,"Daily Activity (Garmin)",28.0,-73.00
2020-03-21,"Running (Garmin)",10.183333333333334,-143.00
2020-05-11,"Daily Activity (Garmin)",36.0,0.00
2020-12-01,"Pilates (Garmin)",28.25,-334.00
2020-05-10,"Daily Activity (Garmin)",107.0,-69.00
2020-10-10,"Cycling (Garmin)",20.933333333333334,-322.00
2020-05-09,"Daily Activity (Garmin)",38.0,-116.00
2020-05-01,"Indoor cycling (Garmin)",54.0,-635.00
2020-05-08,"Daily Activity (Garmin)",57.0,-84.00
