Day,Exercise,Minutes,Calories Burned
2021-12-20,"Daily Activity (Garmin)",191.0,-645.00
2021-12-21,"Daily Activity (Garmin)",128.0,-383.00
2021-12-22,"Daily Activity (Garmin)",96.0,-216.00
2021-12-23,"Daily Activity (Garmin)",39.0,-35.00
2021-12-24,"Daily Activity (Garmin)",72.0,-137.00
2021-12-25,"Daily Activity (Garmin)",100.0,-250.00
2021-12-26,"Daily Activity (Garmin)",81.0,-93.00
2021-12-26,"Running (Garmin)",18.733333333333334,-253.00
2021-12-26,"Running (Garmin)",18.683333333333334,-252.00
2021-12-27,"Daily Activity (Garmin)",133.0,-450.00
2021-12-28,"Daily Activity (Garmin)",115.0,-240.00
2021-12-28,"Running (Garmin)",43.766666666666666,-628.00
2021-12-29,"Daily Activity (Garmin)",39.0,-89.00
2021-12-30,"Daily Activity (Garmin)",51.0,-77.00
2021-12-31,"Daily Activity (Garmin)",162.0,-41.00
2021-12-31,"Running (Garmin)",81.98333333333333,-1023.00
2022-01-01,"Daily Activity (Garmin)",55.0,-114.00
2022-01-02,"Daily Activity (Garmin)",114.0,-254.00
2022-01-02,"Running (Garmin)",31.983333333333334,-457.00
2022-01-03,"Daily Activity (Garmin)",95.0,-202.00
2022-01-03,"Pilates (Garmin)",30.916666666666668,-315.00
2022-01-04,"Daily Activity (Garmin)",98.0,-131.00
2022-01-04,"Running (Garmin)",35.483333333333334,-484.00
2022-01-05,"Daily Activity (Garmin)",140.0,-365.00
2022-01-06,"Daily Activity (Garmin)",127.0,-239.00
2022-01-06,"Running (Garmin)",36.5,-498.00
2022-01-06,"Pilates (Garmin)",12.4,-112.00
2022-01-07,"Daily Activity (Garmin)",81.0,-270.00
2022-01-08,"Daily Activity (Garmin)",76.0,-171.00
2022-01-09,"Daily Activity (Garmin)",135.0,-647.00
2022-01-10,"Daily Activity (Garmin)",149.0,-189.00
2022-01-10,"Running (Garmin)",30.916666666666668,-423.00
2022-01-10,"Pilates (Garmin)",12.766666666666667,-133.00
2022-01-11,"Daily Activity (Garmin)",109.0,-489.00
2022-01-12,"Daily Activity (Garmin)",107.0,-331.00
2022-01-13,"Daily Activity (Garmin)",218.0,-695.00
2022-01-14,"Daily Activity (Garmin)",28.0,-53.00
2022-01-15,"Daily Activity (Garmin)",144.0,-681.00
2022-01-16,"Daily Activity (Garmin)",33.0,-60.00
2022-01-17,"Daily Activity (Garmin)",83.0,-295.00
2022-01-18,"Daily Activity (Garmin)",87.0,-286.00
2022-01-19,"Daily Activity (Garmin)",98.0,-174.00
2022-01-19,"Running (Garmin)",35.21666666666667,-470.00
2022-01-19,"Pilates (Garmin)",9.266666666666667,-86.00
2022-01-20,"Daily Activity (Garmin)",91.0,-579.00
2022-01-21,"Daily Activity (Garmin)",166.0,-591.00
2022-01-21,"Running (Garmin)",30.0,-417.00
2022-01-22,"Daily Activity (Garmin)",92.0,-282.00
2022-01-23,"Daily Activity (Garmin)",124.0,-472.00
2022-01-24,"Daily Activity (Garmin)",38.0,-81.00
2022-01-25,"Daily Activity (Garmin)",141.0,-606.00
2022-01-26,"Daily Activity (Garmin)",142.0,-213.00
2022-01-27,"Daily Activity (Garmin)",236.0,-643.00
2022-01-28,"Daily Activity (Garmin)",90.0,-253.00
2022-01-29,"Daily Activity (Garmin)",157.0,-708.00
2022-01-30,"Daily Activity (Garmin)",192.0,-350.00
2022-01-30,"Running (Garmin)",47.55,-623.00
2022-01-31,"Daily Activity (Garmin)",173.0,-647.00
2022-02-01,"Daily Activity (Garmin)",129.0,-308.00
2022-02-02,"Daily Activity (Garmin)",63.0,-70.00
2022-02-03,"Daily Activity (Garmin)",119.0,-345.00
2022-02-04,"Daily Activity (Garmin)",123.0,-294.00
2022-02-05,"Daily Activity (Garmin)",201.0,-838.00
2022-02-06,"Daily Activity (Garmin)",100.0,-92.00
2022-02-06,"Running (Garmin)",48.1,-629.00
2022-02-07,"Daily Activity (Garmin)",104.0,-523.00
2022-02-08,"Daily Activity (Garmin)",42.0,-84.00
2022-02-09,"Daily Activity (Garmin)",49.0,-60.00
2022-02-10,"Daily Activity (Garmin)",140.0,-748.00
2022-02-11,"Daily Activity (Garmin)",175.0,-514.00
2022-02-12,"Daily Activity (Garmin)",128.0,-163.00
2022-02-12,"Indoor climbing (Garmin)",62.36666666666667,-404.00
2022-02-13,"Daily Activity (Garmin)",69.0,-58.00
2022-02-13,"Running (Garmin)",50.13333333333333,-661.00
2022-02-14,"Daily Activity (Garmin)",101.0,-381.00
2022-02-15,"Daily Activity (Garmin)",156.0,-486.00
2022-02-15,"Indoor rowing (Garmin)",7.416666666666667,-95.00
2022-02-15,"Strength training (Garmin)",25.15,-176.00
2022-02-16,"Daily Activity (Garmin)",101.0,-201.00
2022-02-16,"Indoor rowing (Garmin)",6.033333333333333,-75.00
2022-02-16,"Strength training (Garmin)",22.233333333333334,-184.00
2022-02-17,"Daily Activity (Garmin)",126.0,-544.00
2022-02-18,"Daily Activity (Garmin)",78.0,-275.00
2022-02-18,"Indoor rowing (Garmin)",7.633333333333334,-95.00
2022-02-18,"Strength training (Garmin)",30.433333333333334,-226.00
2022-02-19,"Daily Activity (Garmin)",168.0,-607.00
2022-02-20,"Daily Activity (Garmin)",114.0,-325.00
2022-02-21,"Daily Activity (Garmin)",48.0,-75.00
2022-02-22,"Daily Activity (Garmin)",45.0,-46.00
2022-02-23,"Daily Activity (Garmin)",99.0,-186.00
2022-02-23,"Indoor rowing (Garmin)",7.05,-90.00
2022-02-23,"Strength training (Garmin)",28.583333333333332,-213.00
2022-02-24,"Daily Activity (Garmin)",122.0,-599.00
2022-02-25,"Daily Activity (Garmin)",159.0,-417.00
2022-02-25,"Indoor rowing (Garmin)",7.05,-88.00
2022-02-25,"Strength training (Garmin)",22.983333333333334,-191.00
2022-02-26,"Daily Activity (Garmin)",138.0,-587.00
2022-02-27,"Daily Activity (Garmin)",74.0,-158.00
2022-02-28,"Daily Activity (Garmin)",95.0,-382.00
2022-02-28,"Indoor rowing (Garmin)",5.033333333333333,-60.00
2022-02-28,"Indoor rowing (Garmin)",5.05,-71.00
2022-03-01,"Daily Activity (Garmin)",56.0,-95.00
2022-03-01,"Indoor rowing (Garmin)",7.083333333333333,-89.00
2022-03-01,"Strength training (Garmin)",33.266666666666666,-245.00
2022-03-02,"Daily Activity (Garmin)",93.0,-320.00
2022-03-02,"Indoor rowing (Garmin)",7.033333333333333,-93.00
2022-03-02,"Strength training (Garmin)",26.55,-205.00
2022-03-03,"Daily Activity (Garmin)",162.0,-791.00
2022-03-03,"Indoor rowing (Garmin)",7.266666666666667,-89.00
2022-03-03,"Indoor rowing (Garmin)",5.066666666666666,-61.00
2022-03-04,"Daily Activity (Garmin)",79.0,-148.00
2022-03-05,"Daily Activity (Garmin)",119.0,-285.00
2022-03-06,"Daily Activity (Garmin)",252.0,-728.00
2022-03-07,"Daily Activity (Garmin)",195.0,-616.00
2022-03-08,"Daily Activity (Garmin)",199.0,-630.00
2022-03-09,"Daily Activity (Garmin)",164.0,-466.00
2022-03-10,"Daily Activity (Garmin)",170.0,-501.00
2022-03-11,"Daily Activity (Garmin)",212.0,-571.00
2022-03-12,"Daily Activity (Garmin)",42.0,-73.00
2022-03-13,"Daily Activity (Garmin)",37.0,-43.00
2022-03-14,"Daily Activity (Garmin)",90.0,-201.00
2022-03-15,"Daily Activity (Garmin)",85.0,-215.00
2022-03-16,"Daily Activity (Garmin)",39.0,-77.00
2022-03-17,"Daily Activity (Garmin)",146.0,-487.00
2022-03-18,"Daily Activity (Garmin)",227.0,-618.00
2022-03-19,"Daily Activity (Garmin)",31.0,-29.00
2022-03-20,"Daily Activity (Garmin)",44.0,-69.00
2022-03-21,"Daily Activity (Garmin)",71.0,-183.00
2022-03-22,"Daily Activity (Garmin)",118.0,-395.00
2022-03-23,"Daily Activity (Garmin)",37.0,-65.00
2022-03-24,"Daily Activity (Garmin)",57.0,-153.00
2022-03-25,"Daily Activity (Garmin)",38.0,-166.00
2022-03-26,"Daily Activity (Garmin)",48.0,-102.00
2022-03-27,"Daily Activity (Garmin)",51.0,-108.00
2022-03-28,"Daily Activity (Garmin)",91.0,-458.00
2022-03-28,"Indoor rowing (Garmin)",7.05,-81.00
2022-03-29,"Daily Activity (Garmin)",46.0,-206.00
2022-03-30,"Daily Activity (Garmin)",119.0,-320.00
2022-03-31,"Daily Activity (Garmin)",121.0,-323.00
2022-04-01,"Daily Activity (Garmin)",212.0,-729.00
2022-04-02,"Daily Activity (Garmin)",60.0,0.00
2022-04-02,"Hiking (Garmin)",202.86666666666667,-1034.00
2022-04-03,"Daily Activity (Garmin)",71.0,-49.00
2022-04-04,"Daily Activity (Garmin)",159.0,-421.00
2022-04-05,"Daily Activity (Garmin)",63.0,-136.00
2022-04-06,"Daily Activity (Garmin)",84.0,-244.00
2022-04-07,"Daily Activity (Garmin)",77.0,-200.00
2022-04-08,"Daily Activity (Garmin)",27.0,-38.00
2022-04-09,"Daily Activity (Garmin)",29.0,-38.00
2022-04-10,"Daily Activity (Garmin)",35.0,-64.00
2022-04-11,"Daily Activity (Garmin)",41.0,-75.00
2022-04-12,"Daily Activity (Garmin)",28.0,-68.00
2022-04-13,"Daily Activity (Garmin)",31.0,-52.00
2022-04-14,"Daily Activity (Garmin)",17.0,-14.00
2022-04-15,"Daily Activity (Garmin)",53.0,-99.00
2022-04-16,"Daily Activity (Garmin)",50.0,-90.00
2022-04-17,"Daily Activity (Garmin)",25.0,-34.00
2022-04-18,"Daily Activity (Garmin)",29.0,-36.00
2022-04-19,"Daily Activity (Garmin)",32.0,-42.00
2022-04-20,"Daily Activity (Garmin)",115.0,-376.00
2022-04-21,"Daily Activity (Garmin)",171.0,-1029.00
2022-04-22,"Daily Activity (Garmin)",63.0,-131.00
2022-04-23,"Daily Activity (Garmin)",87.0,-239.00
2022-04-24,"Daily Activity (Garmin)",104.0,-658.00
2022-04-25,"Daily Activity (Garmin)",56.0,-83.00
2022-04-26,"Daily Activity (Garmin)",60.0,-90.00
2022-04-27,"Daily Activity (Garmin)",82.0,-219.00
2022-04-28,"Daily Activity (Garmin)",169.0,-995.00
2022-04-28,"Indoor rowing (Garmin)",7.05,-91.00
2022-04-29,"Daily Activity (Garmin)",37.0,-64.00
2022-04-30,"Daily Activity (Garmin)",98.0,-470.00
2022-04-30,"Mountain biking (Garmin)",91.76666666666667,-1321.00
2022-05-01,"Daily Activity (Garmin)",27.0,-37.00
2022-05-02,"Daily Activity (Garmin)",64.0,-167.00
2022-05-02,"Mountain biking (Garmin)",69.26666666666667,-963.00
2022-05-03,"Daily Activity (Garmin)",46.0,-182.00
2022-05-04,"Daily Activity (Garmin)",103.0,-530.00
2022-05-04,"Indoor rowing (Garmin)",7.05,-82.00
2022-05-05,"Daily Activity (Garmin)",129.0,-570.00
2022-05-05,"Mountain biking (Garmin)",48.7,-782.00
2022-05-06,"Daily Activity (Garmin)",27.0,-28.00
2022-05-07,"Daily Activity (Garmin)",81.0,-431.00
2022-05-07,"Indoor rowing (Garmin)",7.05,-82.00
2022-05-08,"Daily Activity (Garmin)",54.0,-356.00
2022-05-08,"Mountain biking (Garmin)",95.06666666666666,-1463.00
2022-05-09,"Daily Activity (Garmin)",34.0,-36.00
2022-05-10,"Daily Activity (Garmin)",84.0,-310.00
2022-05-10,"Cycling (Garmin)",43.916666666666664,-633.00
2022-05-11,"Daily Activity (Garmin)",53.0,-943.00
2022-05-11,"Mountain biking (Garmin)",66.11666666666666,-1063.00
2022-05-12,"Daily Activity (Garmin)",50.0,-227.00
2022-05-13,"Daily Activity (Garmin)",58.0,-113.00
2022-05-13,"Mountain biking (Garmin)",66.18333333333334,-835.00
2022-05-14,"Daily Activity (Garmin)",95.0,-518.00
2022-05-14,"Mountain biking (Garmin)",41.18333333333333,-568.00
2022-05-15,"Daily Activity (Garmin)",57.0,-83.00
2022-05-16,"Daily Activity (Garmin)",32.0,-36.00
2022-05-17,"Daily Activity (Garmin)",40.0,-58.00
2022-05-18,"Daily Activity (Garmin)",28.0,-34.00
2022-05-19,"Daily Activity (Garmin)",82.0,-246.00
2022-05-20,"Daily Activity (Garmin)",62.0,-108.00
2022-05-21,"Daily Activity (Garmin)",55.0,-167.00
2022-05-22,"Daily Activity (Garmin)",215.0,-538.00
2022-05-23,"Daily Activity (Garmin)",91.0,-195.00
2022-05-24,"Daily Activity (Garmin)",59.0,-86.00
2022-05-25,"Daily Activity (Garmin)",102.0,-205.00
2022-05-26,"Daily Activity (Garmin)",118.0,-448.00
2022-05-27,"Daily Activity (Garmin)",160.0,-375.00
2022-05-28,"Daily Activity (Garmin)",90.0,-183.00
2022-05-29,"Daily Activity (Garmin)",99.0,-172.00
2022-05-30,"Daily Activity (Garmin)",31.0,-25.00
2022-05-31,"Daily Activity (Garmin)",34.0,-38.00
2022-06-01,"Daily Activity (Garmin)",27.0,-39.00
2022-06-02,"Daily Activity (Garmin)",35.0,-45.00
2022-06-03,"Daily Activity (Garmin)",104.0,-155.00
2022-06-04,"Daily Activity (Garmin)",115.0,-219.00
2022-06-05,"Daily Activity (Garmin)",99.0,-130.00
2022-06-06,"Daily Activity (Garmin)",50.0,-95.00
2022-06-07,"Daily Activity (Garmin)",57.0,-77.00
2022-06-07,"Cycling (Garmin)",63.36666666666667,-740.00
2022-06-08,"Daily Activity (Garmin)",17.0,-19.00
2022-06-09,"Daily Activity (Garmin)",30.0,-28.00
2022-06-10,"Daily Activity (Garmin)",54.0,-90.00
2022-06-10,"Mountain biking (Garmin)",107.1,-1470.00
2022-06-11,"Daily Activity (Garmin)",54.0,-105.00
2022-06-12,"Daily Activity (Garmin)",58.0,-135.00
2022-06-13,"Daily Activity (Garmin)",39.0,-56.00
2022-06-14,"Daily Activity (Garmin)",31.0,-53.00
2022-06-15,"Daily Activity (Garmin)",70.0,-132.00
2022-06-15,"Mountain biking (Garmin)",113.18333333333334,-1389.00
2022-06-16,"Daily Activity (Garmin)",23.0,-24.00
2022-06-17,"Daily Activity (Garmin)",46.0,-75.00
2022-06-18,"Daily Activity (Garmin)",25.0,-32.00
2022-06-19,"Daily Activity (Garmin)",66.0,-140.00
2022-06-20,"Daily Activity (Garmin)",59.0,-82.00
2022-06-21,"Daily Activity (Garmin)",33.0,-33.00
2022-06-22,"Daily Activity (Garmin)",67.0,-80.00
2022-06-23,"Daily Activity (Garmin)",40.0,-57.00
2022-06-24,"Daily Activity (Garmin)",108.0,-196.00
2022-06-25,"Daily Activity (Garmin)",55.0,-206.00
2022-06-26,"Daily Activity (Garmin)",116.0,-390.00
2022-06-27,"Daily Activity (Garmin)",194.0,-518.00
2022-06-28,"Daily Activity (Garmin)",96.0,-276.00
2022-06-29,"Daily Activity (Garmin)",83.0,-254.00
2022-06-30,"Daily Activity (Garmin)",55.0,-145.00
2022-07-01,"Daily Activity (Garmin)",170.0,-612.00
2022-07-02,"Daily Activity (Garmin)",252.0,-796.00
2022-07-03,"Daily Activity (Garmin)",154.0,-505.00
2022-07-04,"Daily Activity (Garmin)",58.0,-181.00
2022-07-05,"Daily Activity (Garmin)",85.0,-244.00
2022-07-06,"Daily Activity (Garmin)",26.0,-41.00
2022-07-07,"Daily Activity (Garmin)",62.0,-157.00
2022-07-08,"Daily Activity (Garmin)",121.0,-381.00
2022-07-09,"Daily Activity (Garmin)",299.0,-1081.00
2022-07-10,"Daily Activity (Garmin)",145.0,-851.00
2022-07-11,"Daily Activity (Garmin)",130.0,-382.00
2022-07-12,"Daily Activity (Garmin)",266.0,-552.00
2022-07-13,"Daily Activity (Garmin)",134.0,-386.00
2022-07-14,"Daily Activity (Garmin)",134.0,-309.00
2022-07-15,"Daily Activity (Garmin)",185.0,-339.00
2022-07-16,"Daily Activity (Garmin)",171.0,-443.00
2022-07-17,"Daily Activity (Garmin)",104.0,-303.00
2022-07-17,"Lap swimming (Garmin)",14.95,-76.00
2022-07-18,"Daily Activity (Garmin)",160.0,-308.00
2022-07-19,"Daily Activity (Garmin)",117.0,-584.00
2022-07-20,"Daily Activity (Garmin)",107.0,-263.00
2022-07-21,"Daily Activity (Garmin)",136.0,-296.00
2022-07-22,"Daily Activity (Garmin)",184.0,-556.00
2022-07-23,"Daily Activity (Garmin)",192.0,-418.00
2022-07-24,"Daily Activity (Garmin)",194.0,-556.00
2022-07-25,"Daily Activity (Garmin)",160.0,-320.00
2022-07-26,"Daily Activity (Garmin)",150.0,-358.00
2022-07-27,"Daily Activity (Garmin)",155.0,-402.00
2022-07-28,"Daily Activity (Garmin)",34.0,-45.00
